"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","host","1.3.0","USB","36","GET DESCRIPTOR Request DEVICE"
"2","0.000000","1.3.0","host","USB","46","GET DESCRIPTOR Response DEVICE"
"3","0.000000","host","1.3.0","USB","36","GET DESCRIPTOR Request CONFIGURATION"
"4","0.000000","1.3.0","host","USB","716","GET DESCRIPTOR Response CONFIGURATION"
"5","0.000000","host","1.3.0","USB","36","SET CONFIGURATION Request"
"6","0.000000","1.3.0","host","USB","28","SET CONFIGURATION Response"
"7","0.000000","host","1.2.0","USB","36","GET DESCRIPTOR Request DEVICE"
"8","0.000000","1.2.0","host","USB","46","GET DESCRIPTOR Response DEVICE"
"9","0.000000","host","1.2.0","USB","36","GET DESCRIPTOR Request CONFIGURATION"
"10","0.000000","1.2.0","host","USB","205","GET DESCRIPTOR Response CONFIGURATION"
"11","0.000000","host","1.2.0","USB","36","SET CONFIGURATION Request"
"12","0.000000","1.2.0","host","USB","28","SET CONFIGURATION Response"
"13","0.000000","host","1.1.0","USB","36","GET DESCRIPTOR Request DEVICE"
"14","0.000000","1.1.0","host","USB","46","GET DESCRIPTOR Response DEVICE"
"15","0.000000","host","1.1.0","USB","36","GET DESCRIPTOR Request CONFIGURATION"
"16","0.000000","1.1.0","host","USB","67","GET DESCRIPTOR Response CONFIGURATION"
"17","0.000000","host","1.1.0","USB","36","SET CONFIGURATION Request"
"18","0.000000","1.1.0","host","USB","28","SET CONFIGURATION Response"
"19","0.000000","host","1.4.0","USB","36","GET DESCRIPTOR Request DEVICE"
"20","0.000000","1.4.0","host","USB","46","GET DESCRIPTOR Response DEVICE"
"21","0.000000","host","1.4.0","USB","36","GET DESCRIPTOR Request CONFIGURATION"
"22","0.000000","1.4.0","host","USB","103","GET DESCRIPTOR Response CONFIGURATION"
"23","0.000000","host","1.4.0","USB","36","SET CONFIGURATION Request"
"24","0.000000","1.4.0","host","USB","28","SET CONFIGURATION Response"
"25","0.349204","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"26","0.349320","host","1.2.1","USB","27","URB_INTERRUPT in"
"27","0.383400","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"28","0.383464","host","1.2.1","USB","27","URB_INTERRUPT in"
"29","0.422175","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"30","0.422264","host","1.2.1","USB","27","URB_INTERRUPT in"
"31","0.461246","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"32","0.461344","host","1.2.1","USB","27","URB_INTERRUPT in"
"33","0.497243","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"34","0.497341","host","1.2.1","USB","27","URB_INTERRUPT in"
"35","0.500196","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"36","0.500303","host","1.2.1","USB","27","URB_INTERRUPT in"
"37","0.503230","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"38","0.503396","host","1.2.1","USB","27","URB_INTERRUPT in"
"39","0.904477","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"40","0.904559","host","1.2.1","USB","27","URB_INTERRUPT in"
"41","1.017240","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"42","1.017334","host","1.2.1","USB","27","URB_INTERRUPT in"
"43","1.079303","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"44","1.079409","host","1.2.1","USB","27","URB_INTERRUPT in"
"45","1.082179","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"46","1.082270","host","1.2.1","USB","27","URB_INTERRUPT in"
"47","1.163484","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"48","1.163682","host","1.2.1","USB","27","URB_INTERRUPT in"
"49","1.273494","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"50","1.273686","host","1.2.1","USB","27","URB_INTERRUPT in"
"51","1.431233","host","controller","HCI_CMD","40","Sent Write Inquiry Tx Power Level"
"52","1.431497","1.2.0","host","HCI_USB","28","Rcvd"
"53","1.433228","controller","host","HCI_EVT","33","Rcvd Command Complete (Write Inquiry Tx Power Level)"
"54","1.433294","host","1.2.1","USB","27","URB_INTERRUPT in"
"55","1.433366","host","controller","HCI_CMD","44","Sent Inquiry"
"56","1.433596","1.2.0","host","HCI_USB","28","Rcvd"
"57","1.435372","controller","host","HCI_EVT","33","Rcvd Command Status (Inquiry)"
"58","1.435460","host","1.2.1","USB","27","URB_INTERRUPT in"
"59","1.681499","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"60","1.681600","host","1.2.1","USB","27","URB_INTERRUPT in"
"61","1.857441","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"62","1.857543","host","1.2.1","USB","27","URB_INTERRUPT in"
"63","2.000190","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"64","2.000321","host","1.2.1","USB","27","URB_INTERRUPT in"
"65","2.802395","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"66","2.802493","host","1.2.1","USB","27","URB_INTERRUPT in"
"67","2.990411","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"68","2.990509","host","1.2.1","USB","27","URB_INTERRUPT in"
"69","2.992173","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"70","2.992250","host","1.2.1","USB","27","URB_INTERRUPT in"
"71","2.995194","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"72","2.995399","host","1.2.1","USB","27","URB_INTERRUPT in"
"73","3.749290","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"74","3.749473","host","1.2.1","USB","27","URB_INTERRUPT in"
"75","3.884224","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"76","3.884393","host","1.2.1","USB","27","URB_INTERRUPT in"
"77","4.021247","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"78","4.021313","host","1.2.1","USB","27","URB_INTERRUPT in"
"79","4.516239","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"80","4.516330","host","1.2.1","USB","27","URB_INTERRUPT in"
"81","4.519167","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"82","4.519273","host","1.2.1","USB","27","URB_INTERRUPT in"
"83","4.522224","controller","host","HCI_EVT","64","Rcvd LE Meta (LE Advertising Report)"
"84","4.522309","host","1.2.1","USB","27","URB_INTERRUPT in"
"85","4.828217","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"86","4.828315","host","1.2.1","USB","27","URB_INTERRUPT in"
"87","4.960457","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"88","4.960559","host","1.2.1","USB","27","URB_INTERRUPT in"
"89","4.963225","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"90","4.963314","host","1.2.1","USB","27","URB_INTERRUPT in"
"91","4.966365","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"92","4.966463","host","1.2.1","USB","27","URB_INTERRUPT in"
"93","5.368234","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"94","5.368361","host","1.2.1","USB","27","URB_INTERRUPT in"
"95","5.641401","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"96","5.641500","host","1.2.1","USB","27","URB_INTERRUPT in"
"97","5.947520","controller","host","HCI_EVT","284","Rcvd Extended Inquiry Result"
"98","5.947659","host","1.2.1","USB","27","URB_INTERRUPT in"
"99","5.994430","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"100","5.994531","host","1.2.1","USB","27","URB_INTERRUPT in"
"101","6.092181","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"102","6.092286","host","1.2.1","USB","27","URB_INTERRUPT in"
"103","6.094158","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"104","6.094225","host","1.2.1","USB","27","URB_INTERRUPT in"
"105","6.097157","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"106","6.097238","host","1.2.1","USB","27","URB_INTERRUPT in"
"107","6.449232","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"108","6.449473","host","1.2.1","USB","27","URB_INTERRUPT in"
"109","6.858219","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"110","6.858311","host","1.2.1","USB","27","URB_INTERRUPT in"
"111","6.861219","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"112","6.861299","host","1.2.1","USB","27","URB_INTERRUPT in"
"113","6.864183","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"114","6.864292","host","1.2.1","USB","27","URB_INTERRUPT in"
"115","7.257224","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"116","7.257320","host","1.2.1","USB","27","URB_INTERRUPT in"
"117","7.350250","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"118","7.350361","host","1.2.1","USB","27","URB_INTERRUPT in"
"119","7.488194","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"120","7.488367","host","1.2.1","USB","27","URB_INTERRUPT in"
"121","7.662227","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"122","7.662341","host","1.2.1","USB","27","URB_INTERRUPT in"
"123","9.151159","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"124","9.151276","host","1.2.1","USB","27","URB_INTERRUPT in"
"125","10.090348","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"126","10.090446","host","1.2.1","USB","27","URB_INTERRUPT in"
"127","10.226392","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"128","10.226491","host","1.2.1","USB","27","URB_INTERRUPT in"
"129","10.315162","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"130","10.315281","host","1.2.1","USB","27","URB_INTERRUPT in"
"131","11.316168","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"132","11.316263","host","1.2.1","USB","27","URB_INTERRUPT in"
"133","11.848167","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"134","11.848293","host","1.2.1","USB","27","URB_INTERRUPT in"
"135","11.985148","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"136","11.985242","host","1.2.1","USB","27","URB_INTERRUPT in"
"137","12.254339","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"138","12.254400","host","1.2.1","USB","27","URB_INTERRUPT in"
"139","12.476348","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"140","12.476448","host","1.2.1","USB","27","URB_INTERRUPT in"
"141","12.612386","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"142","12.612488","host","1.2.1","USB","27","URB_INTERRUPT in"
"143","13.109389","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"144","13.109487","host","1.2.1","USB","27","URB_INTERRUPT in"
"145","13.112334","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"146","13.112431","host","1.2.1","USB","27","URB_INTERRUPT in"
"147","14.243401","controller","host","HCI_EVT","30","Rcvd Inquiry Complete"
"148","14.243490","host","1.2.1","USB","27","URB_INTERRUPT in"
"149","14.243604","host","controller","HCI_CMD","49","Sent Remote Name Request"
"150","14.243830","1.2.0","host","HCI_USB","28","Rcvd"
"151","14.246200","controller","host","HCI_EVT","33","Rcvd Command Status (Remote Name Request)"
"152","14.246318","host","1.2.1","USB","27","URB_INTERRUPT in"
"153","18.780140","controller","host","HCI_EVT","43","Rcvd Remote Host Supported Features Notification"
"154","18.780195","host","1.2.1","USB","27","URB_INTERRUPT in"
"155","18.815130","controller","host","HCI_EVT","284","Rcvd Remote Name Request Complete"
"156","18.815244","host","1.2.1","USB","27","URB_INTERRUPT in"
"157","18.866003","host","controller","HCI_CMD","40","Sent Write Inquiry Tx Power Level"
"158","18.866328","1.2.0","host","HCI_USB","28","Rcvd"
"159","18.868129","controller","host","HCI_EVT","33","Rcvd Command Complete (Write Inquiry Tx Power Level)"
"160","18.868190","host","1.2.1","USB","27","URB_INTERRUPT in"
"161","18.868239","host","controller","HCI_CMD","44","Sent Inquiry"
"162","18.868419","1.2.0","host","HCI_USB","28","Rcvd"
"163","18.870143","controller","host","HCI_EVT","33","Rcvd Command Status (Inquiry)"
"164","18.870231","host","1.2.1","USB","27","URB_INTERRUPT in"
"165","19.348151","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"166","19.348271","host","1.2.1","USB","27","URB_INTERRUPT in"
"167","19.968210","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"168","19.968312","host","1.2.1","USB","27","URB_INTERRUPT in"
"169","20.149173","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"170","20.149260","host","1.2.1","USB","27","URB_INTERRUPT in"
"171","20.290347","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"172","20.290446","host","1.2.1","USB","27","URB_INTERRUPT in"
"173","20.829142","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"174","20.829251","host","1.2.1","USB","27","URB_INTERRUPT in"
"175","22.550052","host","controller","HCI_CMD","39","Sent Inquiry Cancel"
"176","22.550322","1.2.0","host","HCI_USB","28","Rcvd"
"177","22.552163","controller","host","HCI_EVT","33","Rcvd Command Complete (Inquiry Cancel)"
"178","22.552236","host","1.2.1","USB","27","URB_INTERRUPT in"
"179","22.552307","host","controller","HCI_CMD","40","Sent Write Inquiry Tx Power Level"
"180","22.552505","1.2.0","host","HCI_USB","28","Rcvd"
"181","22.554168","controller","host","HCI_EVT","33","Rcvd Command Complete (Write Inquiry Tx Power Level)"
"182","22.554223","host","1.2.1","USB","27","URB_INTERRUPT in"
"183","22.554288","host","controller","HCI_CMD","44","Sent Inquiry"
"184","22.554474","1.2.0","host","HCI_USB","28","Rcvd"
"185","22.556163","controller","host","HCI_EVT","33","Rcvd Command Status (Inquiry)"
"186","22.556218","host","1.2.1","USB","27","URB_INTERRUPT in"
"187","22.577013","localhost ()","remote ()","L2CAP","43","Sent Connection Request (SDP, SCID: 0x004a)"
"188","22.577151","1.2.2","host","USB","27","URB_BULK out"
"189","22.678188","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"190","22.678278","host","1.2.1","USB","27","URB_INTERRUPT in"
"191","22.690349","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"192","22.690445","host","1.2.1","USB","27","URB_INTERRUPT in"
"193","23.192246","controller","host","HCI_EVT","35","Rcvd Mode Change"
"194","23.192360","host","1.2.1","USB","27","URB_INTERRUPT in"
"195","23.288990","remote ()","localhost ()","L2CAP","47","Rcvd Connection Response - Success (SCID: 0x004a, DCID: 0x0052)"
"196","23.289173","localhost ()","remote ()","L2CAP","47","Sent Configure Request (DCID: 0x0052)"
"197","23.289208","host","controller","HCI_CMD","43","Sent Write Link Policy Settings"
"198","23.289223","host","1.2.2","USB","27","URB_BULK in"
"199","23.289249","1.2.2","host","USB","27","URB_BULK out"
"200","23.289418","1.2.0","host","HCI_USB","28","Rcvd"
"201","23.291181","controller","host","HCI_EVT","35","Rcvd Command Complete (Write Link Policy Settings)"
"202","23.291226","host","1.2.1","USB","27","URB_INTERRUPT in"
"203","23.292180","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"204","23.292218","host","1.2.1","USB","27","URB_INTERRUPT in"
"205","23.293742","remote ()","localhost ()","L2CAP","47","Rcvd Configure Request (DCID: 0x004a)"
"206","23.293868","localhost ()","remote ()","L2CAP","45","Sent Configure Response - Success (SCID: 0x0052)"
"207","23.293904","host","1.2.2","USB","27","URB_BULK in"
"208","23.293963","1.2.2","host","USB","27","URB_BULK out"
"209","23.400212","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"210","23.400366","host","1.2.1","USB","27","URB_INTERRUPT in"
"211","23.490278","remote ()","localhost ()","L2CAP","45","Rcvd Configure Response - Success (SCID: 0x004a)"
"212","23.490476","host","1.2.2","USB","27","URB_BULK in"
"213","23.490641","localhost ()","remote ()","SDP","62","Sent Service Search Request : OBEX Object Push"
"214","23.490772","1.2.2","host","USB","27","URB_BULK out"
"215","23.494354","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"216","23.494464","host","1.2.1","USB","27","URB_INTERRUPT in"
"217","23.569422","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"218","23.569540","host","1.2.1","USB","27","URB_INTERRUPT in"
"219","23.588825","remote ()","localhost ()","SDP","49","Rcvd Service Search Response "
"220","23.589032","host","1.2.2","USB","27","URB_BULK in"
"221","23.589164","localhost ()","remote ()","SDP","52","Sent Service Attribute Request : 0x00010012 - [Protocol Descriptor List 0x0004] "
"222","23.589279","1.2.2","host","USB","27","URB_BULK out"
"223","23.592396","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"224","23.592509","host","1.2.1","USB","27","URB_INTERRUPT in"
"225","23.691547","remote ()","localhost ()","SDP","67","Rcvd Service Attribute Response "
"226","23.691784","host","1.2.2","USB","27","URB_BULK in"
"227","23.692037","localhost ()","remote ()","L2CAP","49","Sent Connection oriented channel"
"228","23.692232","localhost ()","remote ()","L2CAP","43","Sent Disconnection Request (SCID: 0x004a, DCID: 0x0052, PSM: 0x0001, Service: SDP)"
"229","23.692253","1.2.2","host","USB","27","URB_BULK out"
"230","23.692484","1.2.2","host","USB","27","URB_BULK out"
"231","23.695224","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"232","23.695296","host","1.2.1","USB","27","URB_INTERRUPT in"
"233","23.746147","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"234","23.746324","host","1.2.1","USB","27","URB_INTERRUPT in"
"235","23.802555","remote ()","localhost ()","L2CAP","49","Rcvd Connection oriented channel"
"236","23.802738","localhost ()","remote ()","L2CAP","39","Sent Connection oriented channel"
"237","23.802792","host","1.2.2","USB","27","URB_BULK in"
"238","23.802814","1.2.2","host","USB","27","URB_BULK out"
"239","23.804187","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"240","23.804225","host","1.2.1","USB","27","URB_INTERRUPT in"
"241","23.806188","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"242","23.806262","host","1.2.1","USB","27","URB_INTERRUPT in"
"243","23.848130","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"244","23.848218","host","1.2.1","USB","27","URB_INTERRUPT in"
"245","23.989011","remote ()","localhost ()","L2CAP","43","Rcvd Disconnection Response (SCID: 0x004a, DCID: 0x0052, PSM: 0x0001, Service: SDP)"
"246","23.989166","host","controller","HCI_CMD","47","Sent Sniff Subrating"
"247","23.989234","host","1.2.2","USB","27","URB_BULK in"
"248","23.989441","1.2.0","host","HCI_USB","28","Rcvd"
"249","23.991353","controller","host","HCI_EVT","35","Rcvd Command Complete (Sniff Subrating)"
"250","23.991458","host","1.2.1","USB","27","URB_INTERRUPT in"
"251","23.991489","remote ()","localhost ()","L2CAP","39","Rcvd Connection oriented channel"
"252","23.991608","localhost ()","remote ()","L2CAP","43","Sent Connection oriented channel"
"253","23.991665","host","1.2.2","USB","27","URB_BULK in"
"254","23.991689","1.2.2","host","USB","27","URB_BULK out"
"255","23.995260","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"256","23.995370","host","1.2.1","USB","27","URB_INTERRUPT in"
"257","24.091228","remote ()","localhost ()","L2CAP","43","Rcvd Connection oriented channel"
"258","24.091445","host","1.2.2","USB","27","URB_BULK in"
"259","24.188997","remote ()","localhost ()","L2CAP","43","Rcvd Connection oriented channel"
"260","24.189188","localhost ()","remote ()","L2CAP","43","Sent Connection oriented channel"
"261","24.189252","localhost ()","remote ()","L2CAP","47","Sent Connection oriented channel"
"262","24.189298","host","1.2.2","USB","27","URB_BULK in"
"263","24.189322","1.2.2","host","USB","27","URB_BULK out"
"264","24.189348","1.2.2","host","USB","27","URB_BULK out"
"265","24.192128","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"266","24.192205","host","1.2.1","USB","27","URB_INTERRUPT in"
"267","24.194378","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"268","24.194491","host","1.2.1","USB","27","URB_INTERRUPT in"
"269","24.298187","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"270","24.298299","host","1.2.1","USB","27","URB_INTERRUPT in"
"271","24.426191","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"272","24.426306","host","1.2.1","USB","27","URB_INTERRUPT in"
"273","24.492720","remote ()","localhost ()","L2CAP","40","Rcvd Connection oriented channel"
"274","24.492856","host","1.2.2","USB","27","URB_BULK in"
"275","24.493762","remote ()","localhost ()","L2CAP","51","Rcvd Connection oriented channel"
"276","24.493895","host","1.2.2","USB","27","URB_BULK in"
"277","24.498206","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"278","24.498409","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"279","24.498529","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"280","24.498649","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"281","24.498753","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"282","24.498849","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"283","24.498951","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"284","24.499066","localhost ()","remote ()","L2CAP","1051","Sent Connection oriented channel"
"285","24.499346","1.2.2","host","USB","27","URB_BULK out"
"286","24.500394","1.2.2","host","USB","27","URB_BULK out"
"287","24.501512","1.2.2","host","USB","27","URB_BULK out"
"288","24.502622","1.2.2","host","USB","27","URB_BULK out"
"289","24.503653","1.2.2","host","USB","27","URB_BULK out"
"290","24.504820","1.2.2","host","USB","27","URB_BULK out"
"291","24.506075","1.2.2","host","USB","27","URB_BULK out"
"292","24.507114","1.2.2","host","USB","27","URB_BULK out"
"293","24.592236","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"294","24.592419","host","1.2.1","USB","27","URB_INTERRUPT in"
"295","24.596181","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"296","24.596395","host","1.2.1","USB","27","URB_INTERRUPT in"
"297","24.600220","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"298","24.600365","host","1.2.1","USB","27","URB_INTERRUPT in"
"299","24.604436","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"300","24.604612","host","1.2.1","USB","27","URB_INTERRUPT in"
"301","24.659146","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"302","24.659322","host","1.2.1","USB","27","URB_INTERRUPT in"
"303","24.692122","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"304","24.692232","host","1.2.1","USB","27","URB_INTERRUPT in"
"305","24.694193","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"306","24.694272","host","1.2.1","USB","27","URB_INTERRUPT in"
"307","24.697311","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"308","24.697415","host","1.2.1","USB","27","URB_INTERRUPT in"
"309","24.705184","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"310","24.705288","host","1.2.1","USB","27","URB_INTERRUPT in"
"311","24.794217","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"312","24.794325","host","1.2.1","USB","27","URB_INTERRUPT in"
"313","24.796133","controller","host","HCI_EVT","34","Rcvd Number of Completed Packets"
"314","24.796216","host","1.2.1","USB","27","URB_INTERRUPT in"
"315","25.060227","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"316","25.060429","host","1.2.1","USB","27","URB_INTERRUPT in"
"317","25.147143","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"318","25.147318","host","1.2.1","USB","27","URB_INTERRUPT in"
"319","25.150187","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"320","25.150411","host","1.2.1","USB","27","URB_INTERRUPT in"
"321","26.447316","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"322","26.447416","host","1.2.1","USB","27","URB_INTERRUPT in"
"323","26.722165","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"324","26.722371","host","1.2.1","USB","27","URB_INTERRUPT in"
"325","26.805185","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"326","26.805299","host","1.2.1","USB","27","URB_INTERRUPT in"
"327","26.855195","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"328","26.855303","host","1.2.1","USB","27","URB_INTERRUPT in"
"329","26.988338","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"330","26.988453","host","1.2.1","USB","27","URB_INTERRUPT in"
"331","27.401151","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"332","27.401259","host","1.2.1","USB","27","URB_INTERRUPT in"
"333","28.752342","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"334","28.752441","host","1.2.1","USB","27","URB_INTERRUPT in"
"335","29.157317","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"336","29.157447","host","1.2.1","USB","27","URB_INTERRUPT in"
"337","29.160167","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"338","29.160260","host","1.2.1","USB","27","URB_INTERRUPT in"
"339","29.823307","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"340","29.823370","host","1.2.1","USB","27","URB_INTERRUPT in"
"341","30.237195","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"342","30.237297","host","1.2.1","USB","27","URB_INTERRUPT in"
"343","31.447094","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"344","31.447182","host","1.2.1","USB","27","URB_INTERRUPT in"
"345","31.542390","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"346","31.542493","host","1.2.1","USB","27","URB_INTERRUPT in"
"347","31.983300","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"348","31.983399","host","1.2.1","USB","27","URB_INTERRUPT in"
"349","32.575194","controller","host","HCI_EVT","284","Rcvd Extended Inquiry Result"
"350","32.575432","host","1.2.1","USB","27","URB_INTERRUPT in"
"351","33.015161","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"352","33.015263","host","1.2.1","USB","27","URB_INTERRUPT in"
"353","33.017108","controller","host","HCI_EVT","45","Rcvd LE Meta (LE Advertising Report)"
"354","33.017217","host","1.2.1","USB","27","URB_INTERRUPT in"
"355","33.020100","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
"356","33.020236","host","1.2.1","USB","27","URB_INTERRUPT in"
"357","33.373518","host","controller","HCI_CMD","43","Sent Write Link Policy Settings"
"358","33.373799","1.2.0","host","HCI_USB","28","Rcvd"
"359","33.375189","controller","host","HCI_EVT","35","Rcvd Command Complete (Write Link Policy Settings)"
"360","33.375281","host","1.2.1","USB","27","URB_INTERRUPT in"
"361","33.476361","controller","host","HCI_EVT","72","Rcvd LE Meta (LE Advertising Report)"
